Date,Volume BTC
2020-08-08 00:00:00,978.63
2020-08-09 00:00:00,612.43
2020-08-10 00:00:00,701.65
2020-08-11 00:00:00,1143.89
2020-08-12 00:00:00,1655.9
2020-08-13 00:00:00,973.7
2020-08-14 00:00:00,1086.08
2020-08-15 00:00:00,1036.5
2020-08-16 00:00:00,342.72
2020-08-17 00:00:00,339.54
2020-08-18 00:00:00,1763.6
2020-08-19 00:00:00,1272.28
2020-08-20 00:00:00,1056.29
2020-08-21 00:00:00,1116.96
2020-08-22 00:00:00,1045.77
2020-08-23 00:00:00,500.95
2020-08-24 00:00:00,358.21
2020-08-25 00:00:00,596.24
2020-08-26 00:00:00,1300.53
2020-08-27 00:00:00,727.35
2020-08-28 00:00:00,873.89
2020-08-29 00:00:00,711.51
2020-08-30 00:00:00,418.09
2020-08-31 00:00:00,197.29
2020-09-01 00:00:00,625.76
2020-09-02 00:00:00,857.22
2020-09-03 00:00:00,1465.76
2020-09-04 00:00:00,2459.66
2020-09-05 00:00:00,1299.13
2020-09-06 00:00:00,899.78
2020-09-07 00:00:00,213.9
2020-09-08 00:00:00,656.85
2020-09-09 00:00:00,880.46
2020-09-10 00:00:00,592.32
2020-09-11 00:00:00,693.85
2020-09-12 00:00:00,463.26
2020-09-13 00:00:00,186.78
2020-09-14 00:00:00,247.58
2020-09-15 00:00:00,990.49
2020-09-16 00:00:00,898.01
2020-09-17 00:00:00,857.9
2020-09-18 00:00:00,816.82
2020-09-19 00:00:00,721.81
2020-09-20 00:00:00,223.92
2020-09-21 00:00:00,175.2
2020-09-22 00:00:00,1085.19
2020-09-23 00:00:00,675.98
2020-09-24 00:00:00,843.41
2020-09-25 00:00:00,1010.28
2020-09-26 00:00:00,817.77
2020-09-27 00:00:00,161.38
2020-09-28 00:00:00,246.16
2020-09-29 00:00:00,740.64
2020-09-30 00:00:00,742.7
2020-10-01 00:00:00,792.51
2020-10-02 00:00:00,1095.79
2020-10-03 00:00:00,840.15
2020-10-04 00:00:00,192.46
2020-10-05 00:00:00,272.4
2020-10-06 00:00:00,508.03
2020-10-07 00:00:00,707.84
2020-10-08 00:00:00,639.52
2020-10-09 00:00:00,853.16
2020-10-10 00:00:00,899.04
2020-10-11 00:00:00,279.01
2020-10-12 00:00:00,135.76
2020-10-13 00:00:00,411.1
2020-10-14 00:00:00,615.1
2020-10-15 00:00:00,694.91
2020-10-16 00:00:00,745.54
2020-10-17 00:00:00,525.93
2020-10-18 00:00:00,84.56
2020-10-19 00:00:00,137.32
2020-10-20 00:00:00,829.67
2020-10-21 00:00:00,1016.34
2020-10-22 00:00:00,2628.08
2020-10-23 00:00:00,1023.67
2020-10-24 00:00:00,647.27
2020-10-25 00:00:00,263.08
2020-10-26 00:00:00,262.08
2020-10-27 00:00:00,726.23
2020-10-28 00:00:00,1016.1
2020-10-29 00:00:00,1095.72
2020-10-30 00:00:00,790.19
2020-10-31 00:00:00,560.63
2020-11-01 00:00:00,440.7
2020-11-02 00:00:00,198.92
2020-11-03 00:00:00,443.01
2020-11-04 00:00:00,1009.82
2020-11-05 00:00:00,929.42
2020-11-06 00:00:00,1635.02
2020-11-07 00:00:00,1239.37
2020-11-08 00:00:00,937.36
2020-11-09 00:00:00,359.34
2020-11-10 00:00:00,982.44
2020-11-11 00:00:00,851.89
2020-11-12 00:00:00,957.66
2020-11-13 00:00:00,1042.03
2020-11-14 00:00:00,811.32
2020-11-15 00:00:00,302
2020-11-16 00:00:00,195.91
2020-11-17 00:00:00,1119.64
2020-11-18 00:00:00,1191.66
2020-11-19 00:00:00,1373.81
2020-11-20 00:00:00,635.3
2020-11-21 00:00:00,1228.87
2020-11-22 00:00:00,476.73
2020-11-23 00:00:00,579.81
2020-11-24 00:00:00,805.49
2020-11-25 00:00:00,1227.41
2020-11-26 00:00:00,1107.9
2020-11-27 00:00:00,2802.59
2020-11-28 00:00:00,983.53
2020-11-29 00:00:00,383.42
2020-11-30 00:00:00,402.44
2020-12-01 00:00:00,1421.01
2020-12-02 00:00:00,1247.9
2020-12-03 00:00:00,635.23
2020-12-04 00:00:00,595.84
2020-12-05 00:00:00,822.65
2020-12-06 00:00:00,184.42
2020-12-07 00:00:00,162.52
2020-12-08 00:00:00,706.03
2020-12-09 00:00:00,898.84
2020-12-10 00:00:00,738.39
2020-12-11 00:00:00,838.31
2020-12-12 00:00:00,703.32
2020-12-13 00:00:00,291.9
2020-12-14 00:00:00,291.5
2020-12-15 00:00:00,538.23
2020-12-16 00:00:00,503.84
2020-12-17 00:00:00,2086.49
2020-12-18 00:00:00,2333.83
2020-12-19 00:00:00,765.77
2020-12-20 00:00:00,785.19
2020-12-21 00:00:00,442.98
2020-12-22 00:00:00,2123.71
2020-12-23 00:00:00,878.24
2020-12-24 00:00:00,986.26
2020-12-25 00:00:00,425.74
2020-12-26 00:00:00,661.22
2020-12-27 00:00:00,1033.75
2020-12-28 00:00:00,1412.59
2020-12-29 00:00:00,840.99
2020-12-30 00:00:00,1067.72
2020-12-31 00:00:00,1166.06
2021-01-01 00:00:00,667.37
2021-01-02 00:00:00,393.54
2021-01-03 00:00:00,1705.85
2021-01-04 00:00:00,1307.57
2021-01-05 00:00:00,2298.75
2021-01-06 00:00:00,1533.62
2021-01-07 00:00:00,2149.71
2021-01-08 00:00:00,3010.19
2021-01-09 00:00:00,2160.84
2021-01-10 00:00:00,761.71
2021-01-11 00:00:00,2276.64
2021-01-12 00:00:00,4292.42
2021-01-13 00:00:00,1994.13
2021-01-14 00:00:00,1481.78
2021-01-15 00:00:00,1429.19
2021-01-16 00:00:00,1524.73
2021-01-17 00:00:00,649.79
2021-01-18 00:00:00,859.84
2021-01-19 00:00:00,917.85
2021-01-20 00:00:00,1165.28
2021-01-21 00:00:00,1528.75
2021-01-22 00:00:00,2727.13
2021-01-23 00:00:00,1395.24
2021-01-24 00:00:00,448.42
2021-01-25 00:00:00,554.5
2021-01-26 00:00:00,1345.8
2021-01-27 00:00:00,1170.52
2021-01-28 00:00:00,1398.52
2021-01-29 00:00:00,1459.82
2021-01-30 00:00:00,3185.53
2021-01-31 00:00:00,694.54
2021-02-01 00:00:00,844.04
2021-02-02 00:00:00,1105.98
2021-02-03 00:00:00,1298.4
2021-02-04 00:00:00,1538.56
2021-02-05 00:00:00,1276.83
2021-02-06 00:00:00,1198.03
2021-02-07 00:00:00,1281.3
2021-02-08 00:00:00,768.77
2021-02-09 00:00:00,3088
2021-02-10 00:00:00,1634.2
2021-02-11 00:00:00,1343.6
2021-02-12 00:00:00,1398
2021-02-13 00:00:00,858.63
2021-02-14 00:00:00,592.27
2021-02-15 00:00:00,972.28
2021-02-16 00:00:00,675.01
2021-02-17 00:00:00,843.17
2021-02-18 00:00:00,1402.68
2021-02-19 00:00:00,1080.01
2021-02-20 00:00:00,1455.92
2021-02-21 00:00:00,1041.42
2021-02-22 00:00:00,614.12
2021-02-23 00:00:00,2424.15
2021-02-24 00:00:00,2831.61
2021-02-25 00:00:00,1188.2
2021-02-26 00:00:00,1071.4
2021-02-27 00:00:00,1228.88
2021-02-28 00:00:00,538.26
2021-03-01 00:00:00,843.41
2021-03-02 00:00:00,1032.72
2021-03-03 00:00:00,647.43
2021-03-04 00:00:00,1292.57
2021-03-05 00:00:00,1062.48
2021-03-06 00:00:00,592.99
2021-03-07 00:00:00,342.84
2021-03-08 00:00:00,569.93
2021-03-09 00:00:00,1404.96
2021-03-10 00:00:00,1576.69
2021-03-11 00:00:00,1150.54
2021-03-12 00:00:00,804.98
2021-03-13 00:00:00,923.11
2021-03-14 00:00:00,1043.17
2021-03-15 00:00:00,501.44
2021-03-16 00:00:00,1521.78
2021-03-17 00:00:00,815.9
2021-03-18 00:00:00,901.52
2021-03-19 00:00:00,928.18
2021-03-20 00:00:00,686.98
2021-03-21 00:00:00,493.54
2021-03-22 00:00:00,531.67
2021-03-23 00:00:00,1010.02
2021-03-24 00:00:00,750.64
2021-03-25 00:00:00,919.97
2021-03-26 00:00:00,1046.47
2021-03-27 00:00:00,819.09
2021-03-28 00:00:00,545.63
2021-03-29 00:00:00,333.69
2021-03-30 00:00:00,1216.74
2021-03-31 00:00:00,968.33
2021-04-01 00:00:00,921.67
2021-04-02 00:00:00,669.35
2021-04-03 00:00:00,474.46
2021-04-04 00:00:00,520.58
2021-04-05 00:00:00,307.97
2021-04-06 00:00:00,741.38
2021-04-07 00:00:00,946.75
2021-04-08 00:00:00,948.35
2021-04-09 00:00:00,578.78
2021-04-10 00:00:00,533.14
2021-04-11 00:00:00,860.4
2021-04-12 00:00:00,367.81
2021-04-13 00:00:00,840.65
2021-04-14 00:00:00,1332.11
2021-04-15 00:00:00,1479.74
2021-04-16 00:00:00,1061.24
2021-04-17 00:00:00,1390.77
2021-04-18 00:00:00,722.78
2021-04-19 00:00:00,1947.88
2021-04-20 00:00:00,1321.42
2021-04-21 00:00:00,1024.02
2021-04-22 00:00:00,845.61
2021-04-23 00:00:00,1908.51
2021-04-24 00:00:00,1860.88
2021-04-25 00:00:00,673.47
2021-04-26 00:00:00,928.41
2021-04-27 00:00:00,1315.4
2021-04-28 00:00:00,1060.82
2021-04-29 00:00:00,1118.06
2021-04-30 00:00:00,779.15
2021-05-01 00:00:00,1058.27
2021-05-02 00:00:00,517.3
2021-05-03 00:00:00,495.01
2021-05-04 00:00:00,1236.42
2021-05-05 00:00:00,1567.79
2021-05-06 00:00:00,1362.87
2021-05-07 00:00:00,1315.75
2021-05-08 00:00:00,1035.87
2021-05-09 00:00:00,699.28
2021-05-10 00:00:00,807.67
2021-05-11 00:00:00,1562.58
2021-05-12 00:00:00,1088.16
2021-05-13 00:00:00,1970.8
2021-05-14 00:00:00,2091.55
2021-05-15 00:00:00,1293.82
2021-05-16 00:00:00,977.82
2021-05-17 00:00:00,1258.93
2021-05-18 00:00:00,2115.45
2021-05-19 00:00:00,2418.62
2021-05-20 00:00:00,6237.62
2021-05-21 00:00:00,3643.27
2021-05-22 00:00:00,2971.66
2021-05-23 00:00:00,1326.32
2021-05-24 00:00:00,2253.22
2021-05-25 00:00:00,2121.23
2021-05-26 00:00:00,1523.93
2021-05-27 00:00:00,1522.55
2021-05-28 00:00:00,1266.91
2021-05-29 00:00:00,2343.44
2021-05-30 00:00:00,1108.49
2021-05-31 00:00:00,658.05
